1.50E+02,1.50E+02,1.50E+02,1.50E+02,1.50E+02,1.00E+00,0.00E+00
1.50E+02,1.50E+02,1.50E+02,1.50E+02,1.50E+02,0.00E+00,0.00E+00
1.50E+02,1.50E+02,1.50E+02,1.50E+02,1.50E+02,0.00E+00,0.00E+00
1.50E+02,1.50E+02,1.50E+02,1.50E+02,1.46E+02,-1.00E+00,0.00E+00
1.50E+02,1.50E+02,1.50E+02,1.50E+02,1.33E+02,2.00E+00,0.00E+00
1.50E+02,1.50E+02,1.50E+02,1.50E+02,1.50E+02,0.00E+00,0.00E+00
1.50E+02,1.50E+02,1.50E+02,1.50E+02,1.50E+02,1.00E+00,0.00E+00
1.50E+02,1.50E+02,1.50E+02,1.50E+02,1.50E+02,5.00E+00,0.00E+00
1.50E+02,1.50E+02,1.50E+02,1.50E+02,1.50E+02,5.00E+00,0.00E+00
1.50E+02,1.50E+02,1.50E+02,1.50E+02,1.50E+02,2.00E+00,0.00E+00
1.50E+02,1.50E+02,1.50E+02,1.50E+02,1.50E+02,0.00E+00,0.00E+00
1.50E+02,1.50E+02,1.50E+02,1.50E+02,1.50E+02,1.00E+00,0.00E+00
1.50E+02,1.50E+02,1.50E+02,1.50E+02,1.50E+02,5.00E+00,0.00E+00
1.50E+02,1.50E+02,1.50E+02,1.50E+02,1.50E+02,3.00E+00,0.00E+00
1.50E+02,1.50E+02,1.50E+02,1.50E+02,1.50E+02,1.00E+00,0.00E+00
1.50E+02,1.50E+02,1.50E+02,1.50E+02,1.50E+02,1.00E+00,0.00E+00
1.50E+02,1.50E+02,1.50E+02,9.51E+01,1.50E+02,1.00E+00,0.00E+00
1.50E+02,1.50E+02,1.50E+02,8.23E+01,6.99E+01,0.00E+00,0.00E+00
1.50E+02,1.50E+02,1.25E+02,6.27E+01,5.33E+01,-1.00E+00,1.00E+00
1.50E+02,1.50E+02,1.50E+02,1.50E+02,1.50E+02,-3.00E+00,0.00E+00
1.50E+02,1.50E+02,1.50E+02,1.50E+02,1.14E+02,-3.00E+00,0.00E+00
1.50E+02,1.50E+02,1.50E+02,1.03E+02,6.70E+01,0.00E+00,0.00E+00
1.50E+02,1.50E+02,1.50E+02,1.50E+02,6.44E+01,-3.00E+00,0.00E+00
1.50E+02,1.50E+02,1.50E+02,4.89E+01,4.83E+01,-1.00E+00,1.00E+00
1.50E+02,1.50E+02,1.50E+02,1.50E+02,1.50E+02,0.00E+00,0.00E+00
1.50E+02,1.50E+02,1.50E+02,1.50E+02,1.50E+02,-2.00E+00,0.00E+00
1.50E+02,1.50E+02,1.50E+02,1.50E+02,1.50E+02,-5.00E+00,0.00E+00
1.50E+02,1.50E+02,1.50E+02,1.50E+02,1.50E+02,-4.00E+00,0.00E+00
1.50E+02,1.50E+02,1.50E+02,1.50E+02,1.06E+02,1.00E+00,0.00E+00
1.45E+02,1.30E+02,1.50E+02,1.50E+02,1.26E+02,1.00E+00,0.00E+00
1.24E+02,9.86E+01,1.11E+02,1.50E+02,1.50E+02,0.00E+00,0.00E+00
8.04E+01,6.38E+01,7.16E+01,1.29E+02,1.50E+02,3.00E+00,1.00E+00
9.11E+01,3.60E+01,2.83E+01,3.12E+01,5.38E+01,2.00E+00,1.00E+00
1.50E+02,1.37E+02,1.50E+02,1.50E+02,1.50E+02,2.00E+00,0.00E+00
1.50E+02,1.50E+02,1.27E+02,1.50E+02,1.50E+02,0.00E+00,0.00E+00
1.50E+02,1.50E+02,9.63E+01,7.86E+01,1.50E+02,0.00E+00,0.00E+00
1.50E+02,1.32E+02,5.97E+01,4.88E+01,1.50E+02,0.00E+00,1.00E+00
1.50E+02,1.31E+02,1.10E+02,1.31E+02,1.50E+02,1.00E+00,0.00E+00
1.50E+02,1.50E+02,1.02E+02,1.00E+02,1.44E+02,-2.00E+00,0.00E+00
1.25E+02,7.43E+01,6.84E+01,8.97E+01,1.50E+02,-3.00E+00,1.00E+00
